,tp,tn,fp,fn,precision,recall,specificity,accuracy,f1_score,balanced_accuracy,num_feat_missing,imputed,dataset,source,scenario,random_state,metric
0,807,3879,794,520,50.41,60.81,83.01,78.1,55.12,71.91,0,,lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
1,482,4257,416,845,53.67,36.32,91.1,78.98,43.33,63.71,1,['PAY_DELAY_1M_AGO'] imputed,lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
2,444,4288,385,883,53.56,33.46,91.76,78.87,41.19,62.61,2,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
3,332,4383,290,995,53.38,25.02,93.79,78.58,34.07,59.41,3,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
4,306,4388,285,1021,51.78,23.06,93.9,78.23,31.91,58.48,4,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
5,283,4450,223,1044,55.93,21.33,95.23,78.88,30.88,58.28,5,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
6,176,4515,158,1151,52.69,13.26,96.62,78.18,21.19,54.94,6,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
7,179,4503,170,1148,51.29,13.49,96.36,78.03,21.36,54.93,7,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
8,82,4619,54,1245,60.29,6.18,98.84,78.35,11.21,52.51,8,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
9,101,4597,76,1226,57.06,7.61,98.37,78.3,13.43,52.99,9,"['PAY_DELAY_1M_AGO', 'LIMIT_BAL', 'PAY_DELAY_3M_AGO', 'BILL_AMT_1M_AGO', 'PAY_STATUS_1M_AGO_paid fully', 'PAY_STATUS_1M_AGO_revolving credit used', 'PAY_DELAY_4M_AGO', 'PAY_STATUS_2M_AGO_paid fully', 'PAY_STATUS_5M_AGO_paid fully', 'PAY_STATUS_5M_AGO_revolving credit used', 'PAY_STATUS_3M_AGO_paid fully', 'PAY_STATUS_3M_AGO_revolving credit used'] imputed",lr_perf,Default Credit Card,Scenario 2: drop intercorrelated,1981,f1 score
